1.9517,47.6672,150103
-0.82,53.0512,293356
0.07,49.5635,281834
1.8272,52.6944,512221
-0.0392,53.4181,86085
-1.3434,55.444,536218
2.7052,51.2867,141951
-2.0923,57.9628,99386
-0.0593,51.4911,83929
0.1749,47.8308,323059
1.1105,48.3647,676154
-0.6995,51.868,82949
0.5463,52.894,462574
4.473,52.7794,51863
-2.2028,56.8485,190983
-1.341,49.2711,349385
1.0894,58.5689,28008
1.5381,49.0084,197727
-1.7386,52.7159,154494
-0.4354,48.6684,547544
0.2418,47.9138,103851
-0.8245,53.3456,185376
-0.06,49.0135,402991
1.8988,54.6032,77532
-0.566,52.9767,213541
-0.6656,53.5878,338728
-1.0345,54.7255,200802
2.6118,46.9465,728341
-0.3501,58.421,125299
-1.5835,54.3494,591809
-2.7722,54.8433,71542
-1.161,54.8906,342579
1.1332,52.9518,141200
3.1248,46.2519,188219
2.4502,52.5904,490869
-0.1556,53.812,353179
-2.1448,58.3411,88735
-2.1221,57.9819,240630
-1.2124,54.6905,962172
1.5133,55.7457,118287
-2.4715,52.0185,316037
1.367,49.9205,1327026
-1.5798,56.5874,155045
-2.7299,54.8443,715325
0.6501,52.8342,652704
0.4597,55.4241,120130
-0.1152,53.861,315729
-1,-1,-1
1.0901,57.0371,309900
0.1437,51.7949,1590607
-1.0493,61.9766,71493
-0.7356,53.1569,249542
1.0887,50.123,65804
2.0433,53.4102,220001
0.8637,49.1842,519510
2.621,50.9801,278012
1.4244,49.3642,131652
0.2661,52.1015,403180
1.2897,51.5815,677042
3.8885,51.6574,353395
-1.0641,51.244,98429
2.5125,53.2541,383356
0.6563,45.3379,505191
0.0875,48.3374,156744
-0.7662,52.0576,203970
-0.3956,51.4435,542391
1.0234,49.8152,93634
1.4236,52.9692,160914
-0.9868,63.8523,137107
0.8783,52.5386,314401
2.967,48.7254,1139189
-0.123,57.9377,249547
-2.0931,54.5907,254957
0.4228,59.9293,117692
-1.3489,52.449,1830427
-0.7723,57.5268,197407
1.5446,53.2559,280134
2.809,49.5944,369465
1.5397,47.2483,410747
-1.2424,57.9484,530435
-1.505,53.8004,189872
-0.2324,54.7279,108672
-0.2753,56.2492,465782
1.5045,48.3774,688959
-1.3939,51.8273,297476
0.314,50.5526,420194
1.4337,51.2682,413043
1.4423,53.7078,536882
1.0523,53.5028,781265
-4.1078,53.6166,296479
0.9882,52.0898,342362
1.2241,52.8156,324612
-1.5632,51.9422,408933
-0.9358,56.0631,326712
3.467,52.8221,139750
-0.9437,55.6282,224785
-1.8868,51.3521,304507
0.5131,60.6969,208653
-0.9363,60.2095,306041
-2.4168,61.1847,286836
1.094,51.9059,142552
1.1854,51.2719,376114
0.3712,56.4119,267445
-4.4297,52.2735,147478
-1.0213,51.7868,199541
1.9157,44.8328,608759
0.6199,48.1185,215898
-1.8141,54.48,255187
-2.2519,49.7418,593816
0.2475,48.6174,46796
-0.7918,49.3321,151672
1.8932,54.4678,248585
2.2575,49.0049,657673
0.9748,51.6005,166258
0.0339,52.3906,373378
-1.4246,48.9155,389369
-2.8908,53.8298,378203
