1.0244,46.4458,82593
0.3029,49.5487,123319
0.5525,46.896,130689
-0.678,52.6491,264369
1.2397,49.6739,40482
-0.9583,52.5437,200865
0.5074,51.0702,56624
-0.2842,53.3751,44013
-0.0486,49.1562,34844
1.4331,44.5051,140314
0.2623,47.0213,313632
0.1295,48.6937,39808
0.4836,50.5336,183739
-0.0039,54.7878,22390
-0.177,52.1258,76300
0.4883,45.3645,133082
0.17,56.675,12397
1.5538,46.7939,84575
-0.4059,49.0223,72214
-0.5317,46.6553,250177
-0.7028,46.7657,51542
0.1348,49.954,88093
0.1751,46.6397,190936
-0.2417,54.2036,35874
-1,-1,-1
0.3522,50.1292,150922
0.2944,50.8836,83066
1.2835,46.11,354055
0.3977,54.865,58766
-1.2214,51.5611,268260
0.3006,49.2454,32269
-0.1711,51.4294,186292
0.7194,50.9087,57939
-0.4767,47.8122,76744
0.1835,52.3041,203282
-0.4797,51.6356,154465
-0.0925,53.5958,42772
2.1418,51.0377,95010
-0.4956,51.5639,392439
0.0703,54.5291,56711
0.152,47.1552,150503
0.0454,48.7899,519726
-0.0476,52.4195,69413
-0.2008,50.0028,276098
0.7716,50.2981,252852
0.1101,53.1403,54627
0.2489,51.0019,134589
0.788,47.0246,213301
0.2097,55.1952,141139
-0.6637,50.1271,721657
-0.2935,58.1224,29166
-0.2501,50.266,106000
0.1887,48.7726,30308
-0.7573,53.6671,94693
0.4177,47.4284,239424
-0.1412,51.3558,134119
-0.972,49.5583,56043
-0.7102,50.6926,190941
-0.2164,50.6309,269438
-0.5228,53.5228,158336
-1.2124,49.1202,50356
1.164,52.0733,176747
-0.1999,44.2435,213448
-0.2957,46.6321,67284
-0.8209,49.7783,101303
-0.085,48.8461,236606
-0.8867,49.5136,44927
1.1733,50.7591,81806
-0.631,60.3135,59388
-0.234,51.2098,145679
0.8106,48.3791,437610
-0.3322,55.3837,101407
-0.3366,50.3342,107096
-1.0307,58.5593,58959
-0.3141,49.2962,733613
0.0642,53.9658,86727
-0.2638,52.5745,141091
-0.108,50.1772,122394
-1.2683,47.8676,183673
0.036,54.0192,264165
-0.626,50.5085,96249
0.4258,51.5194,53442
-0.1126,53.48,207509
0.065,47.5787,305792
0.0033,48.157,150462
0.1156,48.4813,173405
-0.485,50.7821,153989
-2.492,54.9676,202690
1.7442,50.4207,339747
-0.4951,47.7173,124963
0.155,50.5268,161144
-0.9228,52.5006,176116
0.5227,47.6079,153258
-0.236,52.75,119943
0.9748,52.824,64872
-0.1309,52.2129,93314
-0.713,47.9433,138280
-0.6074,58.7828,81881
1.1883,55.2838,137798
-0.1096,55.8316,106968
0.0135,50.6068,61711
-0.0439,50.1233,132922
0.5292,53.5761,120955
0.2135,45.361,66998
0.5608,47.8921,82262
0.7443,44.1052,193716
0.1533,46.4624,108393
0.5142,49.702,116313
0.7084,44.7983,235241
-1.3925,48.1904,17933
0.5312,45.834,76609
-0.434,54.1913,107877
0.3043,48.6276,315331
0.1295,50.0842,76551
0.1631,49.8862,181040
0.2022,45.2335,167020
0.1861,48.457,168116
