0.8176,46.2066,131520
-0.4688,49.9914,250867
0.0093,47.0216,191835
-3.886,55.5529,482279
-0.7119,51.3715,61462
-0.8272,52.1778,459277
-0.813,52.156,82466
0.5764,52.2662,65857
0.625,48.1021,56062
-0.4377,45.8349,291795
-1.5074,48.2063,982301
0.2383,48.2053,62406
-1.7355,52.434,477257
-2.0465,56.78,39019
-0.5093,52.2533,145985
0.2302,45.0976,260947
-1.377,58.2057,20175
-0.6712,48.6019,198350
0.5009,47.7117,119591
0.386,45.2745,404022
-0.3277,45.9234,80889
1.2655,48.473,133268
0.063,46.2952,287226
-0.4423,54.2773,65099
0.4511,49.2174,154504
-1.1546,51.3408,250779
-0.237,51.179,199521
0.1657,46.6663,618863
-0.4951,55.6209,84835
0.4292,49.6863,512459
-0.2021,49.42,55694
0.7279,50.27,301581
1.459,49.8682,106605
1.0878,45.7808,137077
-0.8569,53.116,392488
0.2164,50.6748,243330
1.9943,51.2662,76881
-0.248,53.2529,190660
-0.6433,51.4358,752429
-0.9348,55.387,77009
1.0964,45.7635,232519
1.5917,47.0441,968447
0.157,51.9878,117541
-1.4128,50.8436,532627
-1.7973,52.4753,542588
1.1013,51.8992,78217
1.1573,49.8112,227047
-1.3957,48.7315,413414
0.7779,54.5295,248201
0.7819,48.5831,1212969
-0.9339,58.7994,51128
2.1293,47.5259,201353
-2.6938,51.4016,46874
0.7192,51.9875,166409
-0.4236,47.8189,406893
1.3992,49.533,257307
-0.0033,48.2135,92700
-0.0706,49.7489,374267
-0.9686,51.0596,490987
0.21,52.601,256879
3.066,44.3229,80288
-0.798,53.8111,294149
0.3593,43.1074,388395
-1.192,47.0707,120336
-0.8995,49.5067,170314
0.4283,47.9644,429868
1.7008,46.4475,81001
-0.0431,51.7331,118541
0.7543,59.0176,105948
0.6705,50.0259,235324
1.0204,47.8317,873378
2.5684,52.3542,197155
1.1587,48.4931,159105
0.9361,56.5547,99912
-1.907,50.2379,1429269
0.274,53.6043,147891
1.1056,50.9751,237045
1.235,48.4973,223043
-0.6357,46.6762,687958
0.8014,53.1373,398366
-0.6204,50.1787,164478
0.6304,51.0448,76037
0.1251,53.0829,395662
0.4923,46.7327,504272
0.5921,47.1638,234949
0.2187,47.9952,289881
-1,-1,-1
-0.059,52.4219,434478
0.0531,51.7239,706962
-2.5626,49.3647,236191
-0.1899,50.5779,306335
-0.2521,51.5932,282000
-1.2567,48.9546,352134
0.2948,52.002,216426
-0.1091,53.7526,112521
2.9818,48.7997,157884
2.6494,44.0831,278376
-0.0145,58.3681,181486
1.0818,55.3513,268915
0.2688,55.3933,192765
-1.441,51.8249,122964
1.7554,47.9953,279544
-0.604,54.5691,201592
-0.4806,45.534,117264
0.1033,47.9528,149670
-1.3821,45.652,341244
0.8613,45.2745,171284
2.494,47.365,195543
-0.5099,45.4483,441024
0.5949,45.7162,30884
-0.4598,46.3885,115466
-0.1552,53.8057,223649
1.2166,47.3706,546695
0.1686,49.7392,124811
0.7289,48.9963,278431
-0.8432,45.7397,315225
0.4104,47.8432,325135
