1.8725,46.8949,142655
-0.1754,51.4904,230499
-1.207,50.0211,231850
2.9358,50.7664,590760
1.1169,51.2937,78493
-0.5136,53.6699,421064
0.7318,52.3877,99613
1.1062,53.5205,68583
1.0492,49.4441,63866
-0.4152,47.5929,308277
-0.0463,48.6497,612932
-0.4293,50.6945,67885
2.4791,50.0804,411546
3.1695,53.2775,52630
2.3241,51.1227,138138
3.1148,43.9655,274599
1.0515,57.5742,23646
0.771,48.9378,183729
0.4624,49.546,128329
-0.5861,47.9974,465935
-0.3688,47.7424,85777
0.2092,51.3597,148334
0.2456,47.8698,368846
0.9874,54.6227,70099
-0.0426,51.5214,174440
-0.0733,52.0525,261213
1.1435,51.5533,173366
-0.4679,49.0437,711245
1.1542,55.7698,96389
-0.3061,52.1898,477765
-0.5233,51.5544,56581
0.4063,52.3898,291133
-0.981,54.2631,141490
-1.1671,49.8791,141446
-0.9771,55.0468,410521
0.1267,52.5834,285177
0.4446,54.6896,79355
0.9652,53.869,223403
-0.3522,52.9675,787255
1.7558,54.5484,106828
-0.2772,48.9324,251050
-1.1349,51.2567,983295
-0.2464,54.2239,127405
1.2979,50.0256,539491
0.9218,51.6631,559526
0.0777,54.7873,88075
-0.1266,52.9254,251246
-0.3062,49.4568,421086
0.2213,56.9483,283831
-0.1259,51.1432,1394096
1.329,58.317,56294
-0.0461,51.5399,203995
2.3819,47.9028,57959
0.4219,54.0802,157847
-0.488,49.6684,445118
0.7845,51.9502,253296
0.0793,49.901,116216
0.2259,51.2518,347851
-1.4264,53.3019,509835
-1.8046,56.4552,290067
2.3271,46.845,91886
0.4598,54.4018,367228
-3.2055,48.383,422747
0.491,47.1303,120905
0.6174,49.7438,220809
0.3304,49.8533,446959
-0.4119,50.4386,86291
2.4718,50.9761,146233
-0.572,62.1545,101542
-1.2556,53.7754,242421
0.1415,50.4151,941438
2.2155,54.5228,201842
-1.1171,52.6276,189564
1.8235,57.5479,115257
0.2081,50.2977,1465634
2.6817,53.2239,275838
-0.0936,54.0037,253660
-0.229,51.7857,216328
-0.4576,48.4,415446
0.0116,55.7234,430684
0.3022,51.0277,165110
1.4367,52.0359,90251
0.0507,54.9667,401277
0.1615,48.8353,548576
0.7719,48.7516,322348
-1,-1,-1
-0.2096,52.002,290133
-0.272,54.4275,395943
-0.7151,54.239,806317
1.548,46.9972,228175
1.0003,51.1837,306824
-0.6836,53.8534,343367
0.8849,48.6233,303856
-0.0157,54.1581,271573
2.8628,52.576,147883
-0.4519,54.1142,163822
1.7747,46.7939,244098
-0.8135,60.92,161364
-0.0014,58.2624,272977
0.643,56.8662,211558
0.1441,51.9861,118647
-0.8966,52.462,272765
1.6111,54.1276,209588
-1.0007,47.8819,114563
-0.1278,49.9861,155173
-0.6041,46.6489,369710
0.7957,47.1058,192558
-0.4829,52.197,213853
-0.8498,47.5562,480065
1.5765,46.4124,38871
0.4587,47.1962,134911
-0.3661,55.8158,212436
-1.0426,51.3242,652691
-0.3738,52.0985,132900
-0.1976,51.7276,335772
2.5541,44.1101,354086
-0.2165,50.2612,348171
